umap_1,umap_2,cluster,batch,layer
12.527677,5.9675646,4,0,Layer_4
13.641474,6.842453,4,0,Layer_3
8.599028,8.078611,1,0,Layer_5
11.441066,9.187224,1,0,Layer_5
13.9883795,4.2210927,0,0,Layer_3
9.264933,6.580629,3,0,Layer_5
7.0616317,8.55989,3,0,Layer_6
12.173821,6.4396243,4,0,Layer_4
12.268988,5.8746967,4,0,Layer_3
13.827049,5.76316,4,0,Layer_3
14.874624,5.6972427,0,0,Layer_3
2.5106258,6.730273,6,0,WM
4.33073,8.230503,6,0,WM
10.687971,7.6965456,1,0,Layer_5
5.7192707,8.564949,3,0,Layer_6
12.184411,5.4896603,4,0,Layer_3
11.274942,7.1538386,4,0,Layer_4
10.832347,6.6384416,1,0,Layer_5
11.624867,4.253337,4,0,Layer_3
4.2468963,7.497538,6,0,WM
8.373415,7.894036,3,0,Layer_6
14.179479,5.221929,4,0,Layer_3
14.314761,4.7555413,0,0,Layer_3
14.23202,3.5887113,0,0,Layer_3
10.910432,1.809851,2,0,Layer_1
3.8102658,6.62029,6,0,WM
11.003462,5.8782225,4,0,Layer_3
14.394862,6.4007673,4,0,Layer_3
11.65412,8.780736,1,0,Layer_5
9.878903,5.1419034,1,0,Layer_5
10.899134,8.611926,1,0,Layer_5
8.745298,8.435337,3,0,Layer_5
7.5620055,7.2307568,5,0,Layer_6
2.514476,7.708719,6,0,WM
5.5598183,8.78339,3,0,Layer_6
7.556171,7.35856,3,0,Layer_6
5.5178146,8.4799,3,0,Layer_6
9.252784,6.690623,1,0,Layer_5
10.610731,5.9277854,3,0,Layer_6
13.924583,2.872555,0,0,Layer_2
9.940444,8.5758505,1,0,Layer_5
7.6716604,6.8625383,3,0,Layer_6
9.481152,6.7135696,2,0,Layer_1
3.3534203,7.232951,6,0,WM
3.1700773,8.228587,6,0,WM
13.244263,3.5247545,0,0,Layer_2
13.866092,6.644595,4,0,Layer_4
9.918587,7.445583,1,0,Layer_5
13.206742,4.262925,0,0,Layer_3
11.382665,9.604374,1,0,Layer_5
10.880419,9.782924,1,0,Layer_5
2.6440773,7.831725,6,0,WM
11.751861,5.308589,4,0,Layer_4
14.028516,6.4764957,4,0,Layer_3
13.363514,6.395007,4,0,Layer_4
14.929551,4.836818,0,0,Layer_3
13.968339,4.0189705,0,0,Layer_3
12.619646,7.2528186,4,0,Layer_4
5.164731,8.435963,5,0,WM
4.0287685,7.393187,6,0,WM
11.323919,5.509024,4,0,Layer_3
13.364058,3.040212,0,0,Layer_2
12.652733,5.587954,4,0,Layer_3
12.537749,3.621164,0,0,Layer_3
10.992667,9.205018,1,0,Layer_5
14.552089,3.4511888,0,0,Layer_3
8.440715,7.55803,3,0,Layer_6
14.201529,2.915547,0,0,Layer_2
4.3453045,7.378984,6,0,WM
12.902223,2.1913786,0,0,Layer_2
4.7295537,7.501659,5,0,WM
4.0597105,7.9083714,6,0,WM
11.910844,7.6947203,1,0,Layer_4
6.705918,6.132732,5,0,Layer_6
7.188164,8.384201,3,0,Layer_6
12.904586,2.7684026,0,0,Layer_3
11.030904,9.300743,1,0,Layer_5
10.067174,7.5443377,1,0,Layer_5
13.349164,4.067931,0,0,Layer_3
13.425633,3.033552,0,0,Layer_2
11.017296,1.7888106,2,0,Layer_1
9.172446,8.165215,1,0,Layer_5
11.760603,2.7416694,0,0,Layer_2
10.081775,8.043029,1,0,Layer_4
12.268571,3.2758534,0,0,Layer_2
12.066967,3.108051,0,0,Layer_2
14.607818,4.9009624,0,0,Layer_3
9.942908,3.853758,2,0,Layer_1
10.013161,8.5042515,1,0,Layer_5
3.5259628,8.106945,6,0,WM
3.280914,8.041381,6,0,WM
13.825173,6.4731426,4,0,Layer_4
8.239367,9.830471,3,0,Layer_6
8.0493145,8.314221,3,0,Layer_5
11.216211,8.935582,1,0,Layer_5
12.964106,4.8866034,0,0,Layer_3
12.078455,5.120488,4,0,Layer_3
12.45817,9.072637,1,0,Layer_5
10.501104,7.066808,1,0,Layer_4
11.340964,9.097984,1,0,Layer_5
4.0041113,7.633471,6,0,WM
5.245848,7.588377,5,0,Layer_6
7.926809,6.6827064,3,0,Layer_6
7.2924747,8.163023,3,0,Layer_6
9.455922,8.765117,4,0,Layer_6
7.7467117,9.452533,3,0,Layer_6
14.0023365,4.290616,0,0,Layer_3
14.457821,5.085179,0,0,Layer_3
9.71575,8.591329,3,0,Layer_5
13.937844,7.6257453,4,0,Layer_4
11.323277,2.5774,2,0,Layer_1
10.684773,2.3021216,2,0,Layer_1
9.476764,9.482328,1,0,Layer_5
2.8841875,8.094388,6,0,WM
10.798248,7.7738624,1,0,Layer_5
4.3512235,7.936842,6,0,WM
13.429402,2.6155868,0,0,Layer_2
10.0718155,7.773921,1,0,Layer_5
10.256133,4.472157,2,0,Layer_1
6.6729136,6.069806,5,0,Layer_6
8.09718,9.367247,3,0,Layer_5
5.475531,8.321119,5,0,Layer_6
11.231096,6.672095,4,0,Layer_4
5.0596404,8.071047,5,0,Layer_6
11.627395,4.64154,0,0,Layer_3
10.532427,7.7673707,1,0,Layer_5
8.605653,8.570016,3,0,Layer_6
9.22251,8.861168,3,0,Layer_6
9.525795,4.9679666,2,0,Layer_1
10.837689,2.48737,2,0,Layer_1
10.793659,7.5124254,1,0,Layer_4
10.053855,8.537309,1,0,Layer_5
13.844565,7.0498433,0,0,Layer_3
4.5886154,8.1003065,5,0,WM
8.812521,8.1404085,3,0,Layer_5
3.3542714,7.2828712,6,0,WM
12.755107,8.371036,1,0,Layer_4
11.830965,5.626923,4,0,Layer_3
12.474856,7.649653,1,0,Layer_5
10.527418,6.4092727,1,0,Layer_5
13.718571,2.6389608,0,0,Layer_2
11.605409,2.7637334,2,0,Layer_1
7.8049703,7.231425,3,0,Layer_6
10.713168,4.7464995,0,0,Layer_1
7.281382,9.50012,3,0,Layer_6
3.240325,8.554535,6,0,WM
10.208414,7.844426,1,0,Layer_5
12.390292,6.1746187,4,0,Layer_3
14.230035,3.2365465,0,0,Layer_3
3.1899357,7.3316183,6,0,WM
5.275545,7.7060685,5,0,Layer_6
8.124954,6.688111,3,0,Layer_6
7.6006837,7.977731,3,0,Layer_6
7.827867,8.618189,3,0,Layer_6
13.097657,2.836946,0,0,Layer_2
9.065849,8.365038,1,0,Layer_6
4.332653,8.603586,6,0,WM
4.8216977,7.997038,5,0,WM
11.923519,8.101385,1,0,Layer_5
4.0624537,7.2125945,6,0,WM
7.021402,7.9396086,3,0,Layer_6
3.611006,7.6860642,6,0,WM
2.4287271,7.8796124,6,0,WM
5.2675886,8.482882,5,0,Layer_6
10.046747,9.103401,1,0,Layer_5
11.418596,8.53375,1,0,Layer_5
7.7205424,6.4070406,3,0,Layer_5
9.958936,8.915021,1,0,Layer_6
4.8726697,8.548894,5,0,WM
7.419327,8.4168625,3,0,Layer_6
11.54192,4.407538,0,0,Layer_2
9.891116,8.31533,1,0,Layer_5
5.3377886,8.051832,5,0,WM
12.887923,6.9746428,4,0,Layer_3
10.922719,7.729461,1,0,Layer_5
2.7957501,7.6790433,6,0,WM
4.7696915,8.39107,5,0,Layer_6
11.586675,8.747525,1,0,Layer_5
8.038752,8.537086,3,0,Layer_6
7.810324,7.8434815,3,0,Layer_6
8.578729,5.718758,1,0,Layer_1
9.670723,4.8115172,2,0,Layer_1
12.529644,2.8841748,0,0,Layer_2
7.902972,7.967033,3,0,Layer_6
11.92694,6.692808,4,0,Layer_4
3.7527955,7.3409653,6,0,WM
7.7417035,9.552508,3,0,Layer_6
10.616046,2.1923034,2,0,Layer_1
7.9955006,7.4453797,3,0,Layer_6
12.549205,4.2540336,0,0,Layer_3
14.227993,4.4336095,0,0,Layer_3
7.51902,6.662277,0,0,Layer_2
5.8362308,8.86995,5,0,Layer_6
14.328559,4.2906327,0,0,Layer_2
12.257633,4.936242,4,0,Layer_3
11.979986,8.768347,1,0,Layer_4
4.886055,8.744198,5,0,WM
11.477108,3.8008573,0,0,Layer_3
14.201623,5.2442684,4,0,Layer_3
12.375929,5.6459413,4,0,Layer_3
3.6861198,7.5014877,6,0,WM
12.321303,3.4108174,0,0,Layer_3
5.5464954,7.3138094,5,0,Layer_6
9.737736,8.984952,1,0,Layer_5
13.631074,5.2297664,0,0,Layer_3
8.920706,6.7370524,3,0,Layer_6
5.6547637,7.0897107,5,0,Layer_6
8.71939,8.833376,3,0,Layer_6
13.256454,4.599008,0,0,Layer_2
7.3546004,8.6977415,3,0,Layer_6
14.158131,4.0390153,0,0,Layer_3
10.709644,1.9320877,2,0,Layer_1
6.1651354,7.6863546,5,0,Layer_6
6.660392,7.534186,5,0,Layer_1
9.767362,5.0914707,2,0,Layer_1
13.9301,6.7369657,4,0,Layer_3
11.099288,9.157038,1,0,Layer_5
12.724398,4.272464,0,0,Layer_2
8.003746,7.845229,5,0,Layer_6
5.097416,7.5693383,5,0,Layer_6
13.711463,4.3678265,0,0,Layer_3
4.373098,8.222184,6,0,WM
10.851255,9.111039,1,0,Layer_5
12.604341,7.807592,3,0,Layer_6
11.271199,3.8656614,0,0,Layer_1
10.485535,2.8901272,2,0,Layer_1
3.281164,8.417433,6,0,WM
12.402715,4.728446,4,0,Layer_3
10.440536,8.457682,1,0,Layer_5
11.594047,3.2417562,2,0,Layer_2
13.494721,2.595727,0,0,Layer_2
5.7293806,7.4255404,5,0,Layer_6
11.633092,5.643124,4,0,Layer_3
12.359387,6.99931,4,0,Layer_3
4.9515038,7.8458185,5,0,Layer_6
11.73711,1.6407835,2,0,Layer_1
10.981174,7.052452,1,0,Layer_5
8.406883,6.099367,3,0,Layer_6
12.377663,4.011029,0,0,Layer_3
4.46604,8.0980215,5,0,Layer_6
10.619211,7.267218,1,0,Layer_5
9.386212,9.2453,1,0,Layer_5
11.944576,7.152948,4,0,Layer_3
12.722895,3.5861635,0,0,Layer_3
14.4886875,5.280847,4,0,Layer_3
10.253776,3.7144876,2,0,Layer_1
12.585438,6.7461524,4,0,Layer_4
4.815372,7.3252716,5,0,WM
12.478982,7.626454,1,0,Layer_5
14.482794,5.107543,4,0,Layer_3
12.215039,8.429742,1,0,Layer_5
12.513411,3.3472757,0,0,Layer_3
13.45297,3.7478204,0,0,Layer_3
13.121165,2.983467,0,0,Layer_3
5.9169927,7.9906564,5,0,Layer_6
12.667572,3.1336935,0,0,Layer_2
11.564041,7.5357857,1,0,Layer_5
12.728982,5.385209,4,0,Layer_3
10.710307,9.0836115,1,0,Layer_5
11.270557,7.2339387,3,0,Layer_5
13.854154,6.343272,4,0,Layer_3
5.03729,8.390643,5,0,WM
7.6108713,7.740652,3,0,Layer_6
12.0204315,8.220894,1,0,Layer_5
11.77236,2.8375933,0,0,Layer_1
11.217053,8.047281,1,0,Layer_5
8.483941,7.1161036,3,0,Layer_6
12.2763,1.3589237,2,0,Layer_1
7.4222403,8.314379,3,0,Layer_6
9.26986,8.187001,3,0,Layer_5
8.268839,9.298293,3,0,Layer_5
14.088585,5.8806586,4,0,Layer_3
12.064979,4.1439357,0,0,Layer_3
12.110911,3.9098492,0,0,Layer_2
9.234524,8.377546,3,0,Layer_5
11.878416,4.829087,4,0,Layer_3
11.265293,5.4914575,4,0,Layer_3
12.993959,2.9854822,0,0,Layer_3
8.5425825,7.509053,3,0,Layer_6
12.859658,4.375012,0,0,Layer_3
3.526348,8.341412,6,0,WM
8.606786,7.3645043,3,0,Layer_6
12.456448,3.1280513,0,0,Layer_2
6.851946,8.341131,3,0,Layer_6
13.064102,2.7976437,0,0,Layer_3
3.6088479,8.10556,6,0,WM
12.037975,8.321592,1,0,Layer_5
12.557689,8.772787,1,0,Layer_4
10.258454,7.562815,1,0,Layer_5
10.307236,7.8300295,1,0,Layer_5
3.9577703,6.929783,5,0,WM
10.267463,4.606057,2,0,Layer_1
11.132978,9.36765,1,0,Layer_5
13.157993,3.0488439,0,0,Layer_3
9.901718,3.723894,2,0,Layer_1
14.305009,5.563565,4,0,Layer_3
12.13668,5.4852314,4,0,Layer_3
12.86342,5.4927497,4,0,Layer_3
10.756688,5.471414,2,0,Layer_1
3.2794113,6.9507213,6,0,WM
11.146045,2.720905,2,0,Layer_1
10.660617,4.1475854,2,0,Layer_1
7.0119205,8.007072,3,0,Layer_6
3.8503785,7.400692,5,0,WM
6.7822404,8.949468,2,0,Layer_1
12.010539,8.16845,1,0,Layer_5
12.095858,4.8238764,4,0,Layer_3
3.3804772,7.536996,6,0,WM
14.241854,4.9687037,3,0,Layer_2
3.4166245,6.7338347,6,0,WM
12.452085,3.2061179,0,0,Layer_2
13.468199,3.8622224,0,0,Layer_3
10.039807,8.653851,1,0,Layer_6
10.471081,2.1667085,2,0,Layer_1
12.36141,5.207623,4,0,Layer_3
12.43728,3.062711,0,0,Layer_2
9.899046,8.400965,4,0,Layer_3
9.987092,7.7931366,1,0,Layer_5
12.981764,6.9002275,4,0,Layer_3
12.389885,6.8591447,4,0,Layer_3
9.792123,3.6748126,2,0,Layer_1
7.7431855,8.312984,3,0,Layer_6
13.698451,4.4226,0,0,Layer_3
11.172929,8.676536,1,0,Layer_5
7.361388,7.811225,3,0,Layer_6
11.791805,7.0525413,1,0,Layer_4
7.4823484,8.003405,3,0,Layer_6
13.869882,4.728014,0,0,Layer_3
8.734502,8.725423,3,0,Layer_6
10.567852,7.834755,1,0,Layer_5
12.206178,6.4603305,4,0,Layer_4
8.52339,8.236368,3,0,Layer_5
11.94412,4.530192,0,0,Layer_3
12.974296,5.791809,4,0,Layer_4
3.950989,7.7402263,6,0,WM
12.410782,5.4720745,4,0,Layer_3
12.463606,1.4750986,0,0,Layer_1
2.539746,7.7867846,6,0,WM
3.533921,8.590295,6,0,WM
8.078072,7.834898,3,0,Layer_6
9.359022,8.077743,1,0,Layer_5
11.613283,8.527103,1,0,Layer_4
7.671925,7.5720806,3,0,Layer_6
6.8222857,7.492824,3,0,Layer_6
13.298633,7.018079,4,0,Layer_3
12.281757,3.7289426,0,0,Layer_3
12.400239,6.360032,0,0,Layer_3
8.623794,7.607895,3,0,Layer_5
10.264129,7.327545,1,0,Layer_5
12.307093,5.8153906,4,0,Layer_3
8.370994,7.9064236,3,0,Layer_6
11.295009,7.1181927,4,0,Layer_4
7.3973417,7.472901,3,0,Layer_6
2.967833,6.8893833,6,0,WM
13.131848,3.0456073,0,0,Layer_2
11.499975,9.392702,1,0,Layer_5
11.850483,2.5629244,2,0,Layer_2
5.474375,7.799481,5,0,WM
4.4454865,7.0854383,5,0,WM
12.497957,6.632831,4,0,Layer_3
13.864561,3.7021034,0,0,Layer_2
13.286289,3.4642901,0,0,Layer_3
11.748089,8.553611,1,0,Layer_5
12.257893,4.013599,0,0,Layer_2
13.347037,5.360342,4,0,Layer_3
14.791133,4.991298,4,0,Layer_3
14.499149,4.9235897,0,0,Layer_3
6.429864,5.93628,5,0,Layer_6
10.433459,8.191097,1,0,Layer_5
11.757683,8.336498,1,0,Layer_5
13.386127,2.666166,0,0,Layer_2
10.562213,8.442486,1,0,Layer_5
5.111618,8.741871,5,0,WM
3.6460476,7.3454823,5,0,WM
10.351853,9.072763,1,0,Layer_5
8.880021,7.9434366,3,0,Layer_6
12.488084,5.8680778,4,0,Layer_3
5.480422,7.104968,5,0,Layer_6
2.8992662,8.343791,6,0,WM
12.948418,5.570648,4,0,Layer_3
6.5688014,7.9444304,3,0,Layer_6
11.003954,6.737878,4,0,Layer_4
14.470492,4.1137967,0,0,Layer_3
3.2080567,8.181986,6,0,WM
12.597507,6.1739635,4,0,Layer_3
7.1867337,7.7307734,3,0,Layer_6
12.160796,8.743776,1,0,Layer_4
7.8440847,9.436781,3,0,Layer_6
10.787,9.300493,1,0,Layer_5
3.6064079,8.1906,5,0,WM
11.320554,5.1189146,0,0,Layer_1
13.858512,4.634463,4,0,Layer_3
4.3296604,7.6782722,5,0,WM
13.847561,6.268917,4,0,Layer_3
9.410424,3.5640893,2,0,Layer_1
10.307036,3.7667887,2,0,Layer_1
10.676821,2.5083528,2,0,Layer_1
11.116155,9.229752,1,0,Layer_5
10.426867,8.949723,1,0,Layer_5
7.361804,7.316506,3,0,Layer_6
13.459209,2.8517723,0,0,Layer_2
12.99888,7.161926,4,0,Layer_3
6.6981764,7.716915,5,0,Layer_6
8.236042,7.213899,3,0,Layer_6
12.287846,5.3564053,4,0,Layer_3
3.1371934,8.053119,6,0,WM
3.6461394,8.636105,6,0,WM
3.5289426,7.7457557,6,0,WM
2.40943,7.2945833,6,0,WM
13.246156,2.577679,0,0,Layer_2
7.9822087,8.050966,3,0,Layer_5
10.904953,2.50826,2,0,Layer_1
7.8450985,5.6930413,3,0,Layer_6
11.007036,9.020891,1,0,Layer_5
3.6910136,8.110457,6,0,WM
14.510326,3.474351,0,0,Layer_3
9.939742,7.884366,3,0,Layer_5
13.607351,4.9928513,4,0,Layer_3
8.26363,9.544151,3,0,Layer_6
10.752822,9.40277,1,0,Layer_5
9.992607,6.449479,1,0,Layer_5
10.442014,2.4611928,2,0,Layer_1
4.3154273,7.7287307,5,0,WM
13.1491,3.292148,0,0,Layer_2
11.008678,6.740458,1,0,Layer_5
10.077202,8.413908,1,0,Layer_5
10.90887,4.6583195,2,0,Layer_1
8.124943,7.5751247,3,0,Layer_6
10.5984125,8.457787,1,0,Layer_5
10.073719,7.188582,1,0,Layer_5
13.497954,3.6599808,0,0,Layer_3
9.411246,7.251332,1,0,Layer_5
13.837835,3.2234027,0,0,Layer_2
11.951735,4.391843,4,0,Layer_3
8.514721,9.184867,3,0,Layer_6
7.639255,8.058649,3,0,Layer_6
9.866333,3.9369397,2,0,Layer_1
5.392839,8.171127,5,0,Layer_6
12.500529,5.237045,4,0,Layer_3
10.360021,8.528202,1,0,Layer_5
14.252055,4.322,0,0,Layer_3
4.3719,6.435084,5,0,WM
13.292069,3.811075,0,0,Layer_3
5.377535,7.9134574,5,0,Layer_6
12.57327,3.4623883,0,0,Layer_2
13.073051,4.222495,0,0,Layer_3
11.529898,4.9665523,4,0,Layer_3
12.975723,4.5059743,0,0,Layer_3
10.45089,6.6865053,1,0,Layer_5
8.036288,6.0562754,3,0,Layer_6
13.727488,5.60512,4,0,Layer_3
11.26502,5.654145,2,0,Layer_1
12.396097,7.1107187,4,0,Layer_4
3.7551184,6.8508964,5,0,WM
7.1642323,8.155066,5,0,Layer_6
13.528572,3.2772088,0,0,Layer_3
14.141543,4.005843,0,0,Layer_3
14.437278,4.850616,0,0,Layer_3
12.196131,6.2842646,4,0,Layer_4
10.842392,4.887911,0,0,Layer_1
12.39537,5.2851014,4,0,Layer_3
6.071501,8.173971,5,0,Layer_6
10.623131,7.8179164,1,0,Layer_5
11.352477,8.909661,1,0,Layer_5
11.726859,1.7405373,2,0,Layer_2
13.975539,5.023434,4,0,Layer_3
11.234387,9.480924,1,0,Layer_5
7.702512,8.631649,3,0,Layer_6
6.495381,8.410972,3,0,Layer_6
12.535905,6.479365,4,0,Layer_3
7.540495,7.3504624,3,0,Layer_6
13.925796,3.0976355,0,0,Layer_3
7.7788653,9.027073,3,0,Layer_6
10.8725195,8.385919,1,0,Layer_5
6.738042,8.400173,3,0,Layer_6
8.732277,8.873521,3,0,Layer_6
10.397055,3.5711033,2,0,Layer_1
10.606663,9.038698,1,0,Layer_5
12.598396,3.394321,0,0,Layer_2
7.822418,7.4314117,3,0,Layer_6
13.018966,6.0208793,4,0,Layer_3
6.747226,7.1464663,3,0,Layer_6
3.8469372,7.15108,5,0,WM
4.094143,7.6332746,6,0,WM
12.651314,3.5976257,0,0,Layer_3
4.6314535,7.590673,5,0,Layer_6
11.323254,8.709005,1,0,Layer_5
13.797692,6.3051496,4,0,Layer_3
12.069994,2.6051772,2,0,Layer_2
12.215851,6.017647,4,0,Layer_3
14.079003,3.3990016,0,0,Layer_2
4.097254,7.042201,5,0,WM
11.734282,5.9531064,4,0,Layer_3
11.140731,6.2031145,4,0,Layer_3
4.1370873,6.8676724,6,0,WM
7.539444,7.4532228,3,0,Layer_6
3.0220046,6.707379,6,0,WM
12.129353,3.5676503,0,0,Layer_3
13.459177,6.493425,4,0,Layer_3
13.617646,3.4209914,0,0,Layer_3
13.49419,6.819522,4,0,Layer_4
11.462147,6.5494065,1,0,Layer_4
13.75273,4.6234617,0,0,Layer_3
5.8527727,8.033331,5,0,WM
12.209494,4.325806,0,0,Layer_3
2.571115,7.5775313,6,0,WM
9.728299,3.6087556,2,0,Layer_1
10.634964,8.720842,1,0,Layer_5
2.6647782,7.515024,6,0,WM
12.196481,5.7124352,4,0,Layer_3
11.844652,8.9123125,1,0,Layer_5
5.404972,7.8373647,5,0,WM
9.129625,7.082812,3,0,Layer_5
12.9381275,6.668576,4,0,Layer_3
14.060161,5.6910453,4,0,Layer_3
9.807139,8.056295,1,0,Layer_5
13.48823,3.6088634,0,0,Layer_2
3.3322504,7.2859254,6,0,WM
4.2456064,7.8558917,6,0,WM
12.174158,5.651229,4,0,Layer_3
12.621341,5.1544576,4,0,Layer_3
11.62177,8.357076,1,0,Layer_5
4.0056076,8.767962,6,0,WM
2.388741,7.1535873,6,0,WM
10.94041,9.149501,1,0,Layer_5
12.106517,4.8320107,4,0,Layer_3
12.481097,7.67938,4,0,Layer_4
12.666743,5.5271673,4,0,Layer_3
13.569833,4.2280574,0,0,Layer_3
11.545301,2.4474823,2,0,Layer_1
14.452456,4.9699554,4,0,Layer_3
14.451898,3.8741028,0,0,Layer_3
12.872983,2.5900393,0,0,Layer_2
6.3807607,8.372185,3,0,Layer_6
10.893646,3.6677928,2,0,Layer_1
10.545808,9.276582,1,0,Layer_5
10.527547,6.446402,4,0,Layer_4
8.690826,8.73628,3,0,Layer_6
7.825029,5.58583,3,0,Layer_6
5.949829,7.006047,5,0,Layer_6
8.05008,7.5235896,3,0,Layer_6
10.3078575,7.5630975,1,0,Layer_5
5.2937346,8.637008,5,0,WM
11.948809,5.5764594,4,0,Layer_3
3.8389103,7.332383,6,0,WM
13.265615,6.501762,4,0,Layer_3
7.3439975,7.610528,3,0,Layer_6
4.0711913,8.817583,5,0,Layer_6
9.161607,7.409692,3,0,Layer_6
8.306443,7.705546,3,0,Layer_6
7.501192,7.4006224,3,0,Layer_6
11.722083,7.578403,4,0,Layer_4
4.7156124,7.866833,6,0,Layer_6
2.8697658,8.31594,6,0,WM
10.783223,5.6053023,4,0,Layer_4
3.7176254,7.742808,6,0,WM
7.951411,8.065653,3,0,Layer_6
5.0266676,8.6916065,5,0,Layer_6
6.314616,8.495707,3,0,Layer_6
8.563597,8.580796,3,0,Layer_6
8.056284,8.703016,3,0,Layer_5
6.2535267,7.946244,3,0,Layer_6
8.787408,7.9564724,3,0,Layer_6
3.9716873,7.873626,5,0,WM
6.900436,8.155289,3,0,Layer_6
13.830141,5.60956,4,0,Layer_3
10.372023,5.447798,0,0,Layer_2
2.558998,7.537986,6,0,WM
11.732334,8.693458,1,0,Layer_5
13.593649,3.5018091,0,0,Layer_3
3.7955954,7.4365687,6,0,WM
11.481365,6.073219,4,0,Layer_3
8.162069,9.475008,3,0,Layer_6
3.9281197,7.990112,6,0,WM
3.7754161,6.997167,6,0,WM
10.489184,8.621625,1,0,Layer_5
11.400626,8.957158,1,0,Layer_5
13.561098,2.9286885,0,0,Layer_2
4.48424,7.8921533,5,0,WM
4.805609,9.031731,6,0,WM
3.047825,8.121373,6,0,WM
13.273862,4.9324036,4,0,Layer_3
9.94587,9.174586,1,0,Layer_5
12.6774845,2.5395498,0,0,Layer_2
11.150062,8.519067,1,0,Layer_5
13.298157,7.057132,4,0,Layer_3
5.3909507,8.138842,3,0,Layer_6
12.920532,4.0009246,0,0,Layer_3
11.080544,9.330597,1,0,Layer_5
10.419785,6.6664133,1,0,Layer_5
13.620183,4.323512,0,0,Layer_3
12.821306,6.1860566,4,0,Layer_3
9.23309,7.2683973,1,0,Layer_5
11.977203,8.502933,1,0,Layer_5
14.299974,5.4611106,4,0,Layer_3
8.310678,9.905775,3,0,Layer_6
13.161112,5.397961,4,0,Layer_3
14.354822,5.5978165,4,0,Layer_3
8.342462,8.162281,3,0,Layer_6
5.38627,8.329413,5,0,Layer_6
13.021837,6.8582797,4,0,Layer_3
13.895565,5.1087995,4,0,Layer_3
4.040004,6.5908318,5,0,WM
9.895741,5.6176047,1,0,Layer_5
11.237995,5.197813,4,0,Layer_3
13.338882,5.105289,4,0,Layer_3
9.660569,4.297466,2,0,Layer_1
11.915353,7.4609685,1,0,Layer_5
11.208275,8.897145,1,0,Layer_5
14.349448,4.344832,0,0,Layer_3
11.322651,7.0136,1,0,Layer_5
7.4508643,7.924246,3,0,Layer_6
8.540873,8.672461,3,0,Layer_6
5.486996,8.039149,5,0,WM
5.018359,7.4328475,5,0,WM
5.6984763,7.986403,5,0,Layer_6
7.892344,6.218405,3,0,Layer_5
12.461248,5.2548127,0,0,Layer_3
11.820843,9.259018,1,0,Layer_5
2.791186,7.6777525,5,0,WM
2.9842818,7.3060446,6,0,WM
13.598495,4.381607,0,0,Layer_3
13.979433,6.5520015,4,0,Layer_3
11.158825,8.704318,1,0,Layer_5
12.472826,6.487531,4,0,Layer_4
13.613097,6.738222,4,0,Layer_3
10.437259,7.9149723,1,0,Layer_5
11.270458,7.8359656,1,0,Layer_5
10.7121,9.114836,1,0,Layer_5
7.416104,6.7879715,3,0,Layer_6
8.533059,8.067557,3,0,Layer_6
2.989472,8.014026,6,0,WM
11.657461,5.092824,4,0,Layer_3
4.5487337,8.075278,6,0,WM
5.9952784,7.77792,3,0,Layer_6
6.2486844,8.009452,3,0,Layer_6
12.249891,4.9771576,0,0,Layer_1
13.160293,6.0769696,4,0,Layer_3
7.760143,9.161017,3,0,Layer_6
4.654516,6.839702,5,0,WM
14.549193,5.709009,0,0,Layer_3
9.560524,4.9823956,2,0,Layer_2
8.087952,7.768436,3,0,Layer_6
12.626022,3.6326272,0,0,Layer_3
12.41355,4.605539,0,0,Layer_3
12.982984,5.995311,4,0,Layer_3
12.659345,4.9413123,4,0,Layer_3
11.465338,7.218532,4,0,Layer_4
12.439801,5.1063204,4,0,Layer_4
7.497736,6.8223743,3,0,Layer_6
12.068686,4.6221294,4,0,Layer_3
9.799436,5.3439984,4,0,Layer_2
6.778869,8.319143,3,0,Layer_6
12.491568,3.9635935,0,0,Layer_3
5.008721,7.198318,5,0,WM
14.419506,6.604789,4,0,Layer_3
9.703029,7.729653,1,0,Layer_5
3.0367956,8.074719,6,0,WM
2.397102,7.5619297,6,0,WM
3.6595821,6.73168,6,0,WM
13.864841,5.990238,4,0,Layer_3
13.325742,3.8398175,0,0,Layer_3
12.141822,5.3400397,4,0,Layer_3
12.269198,3.267492,0,0,Layer_2
14.017226,3.1707745,0,0,Layer_3
14.392312,5.510416,4,0,Layer_3
14.454932,6.017601,0,0,Layer_3
6.942803,5.621407,5,0,WM
9.881464,6.789452,1,0,Layer_5
11.708073,6.700969,4,0,Layer_4
2.8989856,7.0018396,6,0,WM
5.575575,7.09875,3,0,Layer_6
8.334894,6.2671204,5,0,Layer_6
12.615149,6.409766,4,0,Layer_3
13.066876,6.9403124,4,0,Layer_5
9.780281,8.296177,1,0,Layer_5
12.873558,4.9291096,1,0,Layer_4
6.0943794,9.049177,3,0,Layer_6
11.087481,7.4808865,1,0,Layer_4
3.5038347,7.240079,6,0,WM
3.1621852,6.9687347,6,0,WM
12.502278,7.4689813,4,0,Layer_4
12.8683405,4.241264,0,0,Layer_3
13.392612,3.1674635,0,0,Layer_2
13.010562,5.5980825,4,0,Layer_3
9.509162,3.798766,2,0,Layer_1
11.227567,8.905152,1,0,Layer_5
9.560183,3.4054823,2,0,Layer_1
9.784999,8.687606,3,0,Layer_5
10.299405,9.061307,1,0,Layer_5
12.279874,4.41594,3,0,Layer_6
7.8793955,7.4612737,3,0,Layer_6
7.912764,7.949047,3,0,Layer_6
